Mkt-RF,SMB,HML,RF
-0.49,0.38,0.2,0.022
0.47,0.42,-0.26,0.022
0.22,0.22,-0.24,0.022
0.57,0.23,-0.57,0.022
0.6,0.17,-0.15,0.022
-0.01,0.37,-0.27,0.022
0.45,0.13,-0.23,0.022
0.15,0.32,0.14,0.022
0.09,0.2,-0.23,0.022
0.03,0.13,0.1,0.022
0.22,0.54,-0.03,0.019
-1.61,0.73,-0.03,0.019
-0.11,0.57,-0.16,0.019
-0.16,0.41,-0.29,0.019
-0.41,0,0.15,0.019
0.61,-1.18,0.46,0.019
0.25,0.58,-0.17,0.019
1.09,-0.23,0.06,0.019
1.31,-0.41,-0.58,0.019
0.72,0.17,-0.12,0.019
-0.02,0.3,-0.15,0.019
0.05,0.35,-0.49,0.019
0.55,0,0.23,0.019
0.59,0.19,-0.2,0.019
-0.07,0.12,0.21,0.019
0.62,-0.26,0.55,0.019
-0.26,0.33,-0.05,0.019
0.24,-0.07,-0.32,0.019
-0.89,0.12,-0.02,0.019
-0.68,0,0.59,0.019
0.51,-0.05,-0.19,0.019
-0.18,0.85,-0.35,0.019
-0.25,0.09,0.01,0.02
0.68,-0.6,0.12,0.02
0.72,-0.56,-0.04,0.02
-0.77,0.07,0.57,0.02
-0.21,-0.35,-0.66,0.02
-0.12,0.4,0.15,0.02
-0.12,0.05,0.12,0.02
-0.08,0.28,0.02,0.02
-0.29,-0.5,0.32,0.02
-0.45,-0.12,0.48,0.02
-0.21,-0.32,0.34,0.02
-0.78,-1.04,0.79,0.02
-0.12,-0.32,-0.05,0.02
-0.32,-0.68,-0.14,0.02
0.58,-0.19,-0.5,0.02
0.33,0.12,-0.01,0.02
-0.25,-0.58,0.42,0.02
-0.82,-0.81,0.76,0.02
0.6,-0.09,-0.13,0.02
0.73,1.13,-0.17,0.02
0.75,-0.37,-0.03,0.02
-0.29,0.14,0.33,0.02
-0.35,-0.21,0.51,0.02
-2.05,0.81,0.4,0.02
-0.86,-0.09,0.27,0.02
0.32,-0.46,0.13,0.02
-0.21,-1.2,0.95,0.02
-1.87,-1.09,1.56,0.02
0,-0.39,0.35,0.02
-2.69,-0.53,2.16,0.02
-0.53,-1.18,0.15,0.02
1.42,1.69,-1.81,0.02
1.6,0.09,-1.24,0.02
-0.79,0.39,0.33,0.02
-0.95,-0.52,0.86,0.02
-1.46,-0.87,1.68,0.02
-0.26,-1.44,0.14,0.02
0.92,0.55,-0.81,0.02
0.9,0.24,-0.82,0.02
-0.79,0.24,0.66,0.02
0.48,-0.48,0.03,0.02
0.73,0.13,-0.42,0.02
1.57,-0.6,-0.42,0.019
1.85,-0.55,-0.7,0.019
-0.29,0.37,0.09,0.019
0.31,-0.09,-0.32,0.019
0.39,0.42,-0.5,0.019
-0.17,0.07,0.21,0.019
-0.28,0.07,0.39,0.019
0.54,-0.6,-0.04,0.019
-0.79,0.27,0.26,0.019
0.39,-0.07,0,0.019
0.08,0.14,0.16,0.019
0.41,-0.15,0.41,0.019
0.07,-0.21,0.3,0.019
-0.16,0.06,0.41,0.019
-0.09,0.02,0.01,0.019
0.86,-0.03,-0.58,0.019
-0.36,0.6,-0.12,0.019
-0.37,0.27,0.21,0.019
0.41,0.26,-0.43,0.019
0,0.64,-0.22,0.019
-0.95,0.71,0.2,0.019
-0.63,0.74,-0.04,0.019
0.15,-0.37,-0.01,0.022
0.15,0.21,0.27,0.022
-0.98,0.2,0.6,0.022
0.99,-0.17,-0.45,0.022
0.98,-0.55,-0.21,0.022
0.04,0.08,-0.13,0.022
0.42,-0.33,0.07,0.022
0.62,-0.1,-0.3,0.022
1.29,-0.58,-0.71,0.022
0.48,-0.26,-0.02,0.022
-0.12,0.2,-0.42,0.022
-0.18,0.17,-0.08,0.022
0.18,-0.17,-0.49,0.022
0.5,-0.06,-0.15,0.022
-0.2,-0.17,0.19,0.022
-0.03,0.3,-0.25,0.022
0.15,0.31,-0.24,0.022
0.2,0.25,-0.43,0.022
0.06,0.06,0.06,0.022
0.19,0.02,0.11,0.022
0.02,-0.61,0.65,0.018
0.73,0.01,-0.08,0.018
-0.17,0.03,0.07,0.018
1.1,-0.81,-0.06,0.018
0.18,-0.33,0.13,0.018
-0.44,0.04,0.26,0.018
-0.51,0.33,0.13,0.018
-0.23,0.4,-0.05,0.018
0.7,-0.36,-0.16,0.018
0.44,-0.18,-0.25,0.018
-0.17,0.13,0.12,0.018
0.09,-0.25,0.04,0.018
0.24,-0.46,0.44,0.018
0.35,-0.49,0.28,0.018
-0.28,-0.45,0.8,0.018
-0.67,-0.43,0.56,0.018
-0.01,-0.13,0.06,0.018
-0.48,0.56,0.25,0.018
-0.21,0.12,0.49,0.018
-0.62,-0.44,0.62,0.018
0.25,-1.1,0.79,0.018
-0.03,-0.09,0.2,0.018
0.63,0.1,-0.36,0.018
-0.18,-0.33,0.23,0.02
0.27,-0.44,0.48,0.02
0.86,-0.96,-0.12,0.02
1.39,-0.59,-0.55,0.02
0.41,0.23,-0.53,0.02
0.34,-0.27,-0.11,0.02
0.17,0.14,0.01,0.02
-0.23,0.19,0.32,0.02
0.18,-0.05,-0.22,0.02
0.6,-0.35,0.07,0.02
0.06,-0.4,0.29,0.02
-0.17,-0.28,0.8,0.02
0.54,-0.59,0.53,0.02
0.2,-0.09,0.05,0.02
-0.2,0.03,0.21,0.02
0.74,-0.11,-0.13,0.02
0.99,-0.58,0.15,0.02
-0.19,-0.06,0.05,0.02
0.02,0.38,-0.05,0.02
0.27,0.24,-0.16,0.02
0.06,0.2,-0.17,0.022
-0.74,1.5,-0.06,0.022
-0.33,0.36,0.03,0.022
-0.07,0.51,-0.17,0.022
-0.74,-0.41,0.36,0.022
1.38,0.13,-0.67,0.022
-0.29,0.52,0.47,0.022
-0.91,0,0.06,0.022
-1.29,1.21,-0.03,0.022
-0.3,-0.48,0.46,0.022
-1.12,0.11,0.78,0.022
0.47,-0.87,0.3,0.022
0.83,0.1,-0.43,0.022
1.56,-1.12,-0.09,0.022
0.29,-0.25,0.54,0.022
-0.36,-0.11,0.19,0.022
0.48,-0.41,-0.11,0.022
0.57,-0.22,-0.07,0.022
0.17,0.16,-0.12,0.022
-0.26,0.11,0.38,0.022
-1.02,2.09,-0.38,0.022
-0.75,0.14,-0.1,0.02
1.39,-0.34,-0.69,0.02
0.02,0.19,-0.15,0.02
0.72,-0.01,-0.56,0.02
-0.44,0.44,0.64,0.02
0.72,-0.39,-0.12,0.02
0.5,-0.14,-0.43,0.02
-0.07,0.01,0.38,0.02
1.11,-0.91,0.16,0.02
-0.23,0.05,0.44,0.02
0.25,-0.2,-0.36,0.02
0.72,-0.33,-0.12,0.02
0.26,0.25,-0.43,0.02
0.59,-0.45,-0.36,0.02
0.44,-0.47,0.09,0.02
-0.85,0.92,0.42,0.02
-0.97,0.38,0.11,0.02
-0.72,0.06,0.38,0.02
0.01,0.38,-0.13,0.02
0.68,-0.75,-0.04,0.02
1.21,-0.7,-0.34,0.02
0.31,-0.05,-0.23,0.02
-0.02,-0.01,0.42,0.02
0.12,-0.62,0.37,0.02
-1.28,0.42,0.89,0.02
0.24,-0.27,0.03,0.02
0.96,-0.8,-0.01,0.02
-0.65,-0.11,0.79,0.02
0.32,-0.91,0.42,0.02
1.52,-0.72,-0.75,0.02
1.02,-0.55,0.26,0.02
-0.22,0.29,0.37,0.02
0.71,-0.57,0.38,0.02
-0.32,0.37,0.36,0.02
-1.17,0.4,0.36,0.02
-0.26,-0.01,0.58,0.02
0.85,-0.82,0.06,0.02
0.25,-0.23,0.26,0.02
-0.75,0.14,0.18,0.02
-1.27,0.61,0.75,0.02
-0.49,0.09,-0.01,0.02
0.39,-0.5,0.2,0.021
-0.29,0.6,0.38,0.021
1.17,-0.53,-0.45,0.021
-0.31,0.1,0.42,0.021
0.67,-0.59,0.27,0.021
0.85,-0.49,0.05,0.021
-0.24,0.44,0.21,0.021
-0.79,-0.05,0.66,0.021
-1.66,0.69,-0.08,0.021
0.31,-0.38,-0.19,0.021
-0.11,-0.85,0.53,0.021
-0.77,0.28,0.22,0.021
-0.65,-0.8,1.02,0.021
-0.2,0.54,-0.25,0.021
0.09,-0.36,0.13,0.021
0.47,-1.49,0.69,0.021
-0.08,0.41,-0.21,0.021
0.23,0.56,-0.95,0.021
-1.9,1.26,0.03,0.021
-2.26,0.72,0.88,0.021
0.17,-0.99,0.48,0.02
-1.17,0.46,0.03,0.02
-0.02,-0.38,-0.27,0.02
1.15,0.31,-1.36,0.02
0.77,0.28,-0.18,0.02
0.43,-0.46,0.31,0.02
-0.58,0.94,0.25,0.02
-0.42,-0.03,0.4,0.02
-2.48,0.96,0.37,0.02
0.55,-0.67,-0.24,0.02
1.19,-1.02,0.21,0.02
0.81,-0.86,-0.13,0.02
-0.11,0.08,0.36,0.02
0.42,-0.06,-0.15,0.02
-0.99,-0.08,0.37,0.02
1.4,-1.62,-0.01,0.02
-0.03,0,-0.32,0.02
-0.22,0.35,0.02,0.02
-0.95,0.09,0.46,0.02
0.81,-1.17,0.3,0.02
2.41,-1.51,-0.34,0.02
0.93,-0.43,-0.42,0.02
-0.1,1.01,-0.28,0.023
1.93,0.48,-0.66,0.023
2.16,0.17,-1.51,0.023
-0.31,0.07,0.48,0.023
-1.18,1.27,-0.18,0.023
0.41,-0.56,-0.08,0.023
0.51,-0.06,0.1,0.023
1.29,-0.72,-0.19,0.023
-0.45,0.5,-0.06,0.023
0.35,-0.31,0.59,0.023
0.58,-0.07,-0.83,0.023
-1.13,1.09,0.36,0.023
0.27,0.01,-0.28,0.023
0.91,-0.56,-0.2,0.023
-0.13,0.9,-0.73,0.023
-0.27,0.56,0.4,0.023
1.26,-0.08,-0.49,0.023
0.3,0.35,-1,0.023
-0.11,0.51,0.01,0.023
-0.28,0.49,0.19,0.023
0.55,-0.35,0.6,0.023
-0.05,0.92,-0.19,0.018
-0.16,-0.11,0.88,0.018
-0.44,0.46,0.35,0.018
0.42,-0.04,0.23,0.018
1.41,-0.83,-0.28,0.018
0.48,-0.25,0.11,0.018
0.14,-0.56,0.57,0.018
0.41,-0.34,0.1,0.018
1.29,-1,0.16,0.018
0.98,-0.38,-0.33,0.018
0.04,-0.09,-0.05,0.018
0.12,0.16,-0.09,0.018
-0.38,0.22,0.6,0.018
0.95,-0.08,-0.26,0.018
-0.04,-0.31,-0.05,0.018
-1.84,1.42,0.22,0.018
1.61,-0.92,-0.18,0.018
-0.71,0.51,0.35,0.018
-0.5,0.38,0.09,0.018
0.42,0.3,-0.12,0.018
-0.1,1.68,-0.64,0.018
0.55,-0.97,0.54,0.019
1.17,-1.17,-0.15,0.019
1.2,-0.78,-0.23,0.019
-0.35,0.4,0.04,0.019
0.69,-0.33,-0.31,0.019
-0.95,0.85,0.12,0.019
0.57,-0.18,0.21,0.019
0.44,0.42,-0.31,0.019
0.24,0.28,-0.4,0.019
0.75,0.13,-0.54,0.019
1.14,-0.23,-0.5,0.019
-0.55,0.14,0.34,0.019
-1.41,0.97,0.34,0.019
-0.41,-0.07,0.02,0.019
1.98,-1.28,-0.59,0.019
0.29,-0.04,0.27,0.019
0.31,-0.12,-0.09,0.019
-0.11,0.17,0.26,0.019
-0.23,0.03,0.56,0.019
0.53,-0.53,0.42,0.019
1.09,-0.38,0.07,0.019
0.18,0.09,0.19,0.019
-0.57,0.58,0.14,0.02
0.3,0.04,-0.08,0.02
0.34,0.69,-0.64,0.02
0.74,-0.19,0.03,0.02
-0.77,0.83,0.24,0.02
-1.81,0.69,0.13,0.02
0.16,-0.69,0.54,0.02
-0.93,0.63,0.6,0.02
-0.26,0.3,0.06,0.02
0.26,-0.07,-0.19,0.02
-2.06,1.28,0.6,0.02
0.81,-0.82,-0.35,0.02
1.38,-0.15,-0.5,0.02
1.36,-0.15,-0.46,0.02
-1.23,0.89,0.31,0.02
-0.28,-0.11,0.1,0.02
-0.12,0.71,0.19,0.02
-0.6,0.67,0.34,0.02
0.18,0.61,-0.14,0.02
-0.81,0.94,0.46,0.02
-0.21,0.57,-0.15,0.02
2.44,-1.23,-0.63,0.021
0.18,-0.21,0.51,0.021
0.28,0.04,-0.07,0.021
0.02,0.73,0.11,0.021
0.32,0.26,0.21,0.021
0.27,0.18,0.24,0.021
-1.22,1.11,0.71,0.021
-0.63,0.69,-0.08,0.021
1.19,-0.33,-0.25,0.021
-0.31,0.36,0.32,0.021
2.25,-1.48,-0.31,0.021
-0.08,0.18,0.39,0.021
0.35,-0.28,-0.01,0.021
0.3,0.12,-0.66,0.021
0.49,0.06,-0.45,0.021
-0.28,0.65,-0.16,0.021
-0.62,0.62,0.36,0.021
-0.61,0.57,0.16,0.021
0.64,-0.39,-0.08,0.021
0.73,-0.25,-0.32,0.021
-0.43,0.9,0.32,0.021
0.62,-0.52,0.22,0.018
0.55,-0.11,0.26,0.018
0.48,0.04,-0.17,0.018
0.68,-0.22,-0.09,0.018
0.89,-0.25,-0.64,0.018
-0.61,0.77,-0.29,0.018
-0.2,0.41,0.29,0.018
-0.28,0.6,0.07,0.018
0.1,0.02,0.26,0.018
0.03,-0.3,0.14,0.018
-0.33,0.1,-0.03,0.018
-1.05,-0.23,0.65,0.018
-1.31,-0.55,0.31,0.018
1.1,-0.21,-0.37,0.018
1.65,-0.63,-0.38,0.018
-0.3,0.32,0.09,0.018
-1.85,-0.14,0.48,0.018
-0.81,0.35,0.78,0.018
-6.58,0.09,2.05,0.018
4.1,-1.64,-2.32,0.018
0.07,0.88,0.82,0.018
-1.61,0.28,0.36,0.018
1.17,0.1,-0.45,0.018
2.31,-0.8,-0.42,0.021
0.23,-0.05,-0.04,0.021
0.34,0.27,-0.18,0.021
-0.51,0.03,0.45,0.021
-1.28,-0.42,0.19,0.021
-0.53,0.49,0.66,0.021
0.05,-0.4,0.08,0.021
-1.96,-0.3,0.88,0.021
0.84,-0.86,-0.62,0.021
1.21,-0.18,-0.92,0.021
1.84,-0.45,-0.33,0.021
-0.8,-0.05,0.67,0.021
0.45,-0.58,-0.18,0.021
1.37,-0.66,-0.27,0.021
0.25,-0.47,0.19,0.021
-1.68,-0.05,0.85,0.021
0.35,-0.69,0.14,0.021
0.18,0.07,0.24,0.021
0.36,-0.05,-0.17,0.021
1.79,-1.16,0.01,0.022
-0.33,-0.34,0.93,0.022
0.53,-0.18,-0.44,0.022
-0.2,0.32,0.2,0.022
0.97,-0.32,-0.38,0.022
0.04,0.78,-0.18,0.022
-0.74,-0.28,0.79,0.022
-0.79,-0.61,0.79,0.022
-1.58,-0.44,0.88,0.022
-0.3,-0.36,0.74,0.022
0.67,-1.53,0.63,0.022
0.6,0.41,-0.58,0.022
-0.15,0.14,0.49,0.022
-1.08,-0.24,0.37,0.022
-0.68,0.56,-0.42,0.022
0.57,-0.27,0.1,0.022
-1.22,0.98,0.87,0.022
-0.58,0.43,0.24,0.022
0.33,-0.3,-0.04,0.022
1.6,-0.73,-0.49,0.022
1.76,-0.16,-0.49,0.022
0.21,0.93,-0.3,0.022
0.22,-0.03,-0.46,0.021
0.22,0.07,-0.26,0.021
-1.04,0.26,0.15,0.021
-0.38,-0.34,-0.21,0.021
-0.82,0.26,-0.15,0.021
-2.98,0.14,0.67,0.021
0.74,-1.61,0.08,0.021
1.5,0.15,-0.64,0.021
0.61,0,0.25,0.021
-0.6,0.62,0.17,0.021
1.08,-0.03,-0.19,0.021
1.63,-0.33,-0.94,0.021
-0.66,0.25,0.25,0.021
-0.8,0.01,0.49,0.021
-0.56,0.31,-0.23,0.021
-0.25,-0.69,0.52,0.021
0.97,-0.64,-0.28,0.021
1.01,0.4,-0.62,0.021
0.78,-0.14,-0.45,0.021
-0.4,0.26,0.27,0.021
1.93,-1.11,-0.88,0.021
0.53,0.19,-0.01,0.021
0.22,0.69,-0.33,0.021
-0.15,0.63,0.22,0.021
0.75,-0.5,0.09,0.021
-0.09,0.43,0.12,0.021
0.81,0.09,-0.26,0.021
0.16,0.01,0.26,0.021
0.36,-0.26,-0.03,0.021
-0.25,0.68,0.05,0.021
0.15,-0.43,0.46,0.021
0.8,-0.49,-0.35,0.021
-0.23,0.37,-0.18,0.021
0.38,-0.34,0.03,0.021
0.44,0.13,-0.42,0.021
-0.74,0.39,0.49,0.021
1.14,-0.31,-0.21,0.021
0.56,0.04,-0.07,0.021
0.05,0.06,0.19,0.021
-0.16,0.07,0.56,0.018
0.34,-0.33,0.51,0.018
-0.42,0.4,0.16,0.018
-1.03,-0.16,0.55,0.018
1.85,-0.35,-0.63,0.018
-0.32,-0.24,0.43,0.018
1.07,-0.46,-0.22,0.018
0.5,0.07,-0.14,0.018
0.13,0.15,-0.31,0.018
-0.08,0.19,0.3,0.018
0.88,-0.44,0.21,0.018
0.1,-0.48,0.77,0.018
0.48,-0.2,-0.05,0.018
0.4,0,-0.05,0.018
0.57,-0.66,0.11,0.018
-0.33,0.29,-0.13,0.018
0.85,-0.26,-0.12,0.018
-0.25,0.39,-0.13,0.018
-0.06,0.28,-0.18,0.018
-0.4,0.44,0,0.018
-0.22,0.23,-0.27,0.018
0.77,0.02,-0.11,0.018
0.6,0.39,-0.61,0.02
0.83,-0.71,0.13,0.02
0.19,-0.2,0.1,0.02
-0.31,-0.67,0.94,0.02
-1.05,-0.57,0.63,0.02
-0.49,0.72,0.05,0.02
0.81,0.11,0.07,0.02
-0.03,-0.3,0.77,0.02
0.67,0.19,0.17,0.02
0.37,0.16,0.02,0.02
-0.88,0.42,0.02,0.02
1.12,-0.46,-0.55,0.02
0.17,0.65,-0.79,0.02
0.24,0.5,-0.17,0.02
0.29,-0.32,0.11,0.02
-1.13,-0.03,0.39,0.02
-0.98,0.18,0.06,0.02
-2.14,-0.38,0.39,0.02
0.15,0.64,-0.28,0.02
0.89,0.03,-0.35,0.02
1.47,-0.29,-0.32,0.02
0.6,-0.5,0.28,0.02
0.15,0.15,-0.3,0.02
-0.59,-0.02,0.12,0.02
-0.83,0.34,0.31,0.02
-0.83,0.21,0.4,0.02
1.07,-0.39,-0.6,0.02
-0.25,-0.31,0.46,0.02
0.53,-0.82,-0.1,0.02
0.27,-0.01,0.01,0.02
-0.18,-0.2,0.23,0.02
-0.78,0.01,0.49,0.02
-0.44,-0.54,0.07,0.02
0.38,0.36,-0.4,0.02
0.47,-1.17,0.43,0.02
-0.36,-0.07,0.59,0.02
-0.55,-0.28,0.36,0.02
-1.5,-0.58,1.05,0.02
-0.37,-0.79,-0.54,0.02
0.56,0.58,0.06,0.02
-0.42,0.56,0.62,0.02
-0.33,-1.36,1.13,0.019
0.18,-0.65,0.24,0.019
-0.78,0.66,0.39,0.019
0.99,-0.34,-0.65,0.019
1.45,-0.86,-0.58,0.019
0.27,0.05,-0.02,0.019
0.25,0.08,-0.48,0.019
-0.7,-0.59,0.61,0.019
-1.46,0.11,0.26,0.019
0.09,-0.64,-0.39,0.019
-1.93,0.11,0.58,0.019
0.99,0.24,-1.03,0.019
1.63,-0.53,-0.14,0.019
-0.14,-0.46,-0.27,0.019
-0.42,0.14,0.2,0.019
0.33,0.37,-0.16,0.019
1.36,0.01,-1.16,0.019
1.13,-0.25,-0.54,0.019
-0.31,0,0.2,0.019
0.3,-0.24,0.23,0.019
0.55,0.14,-0.28,0.019
-0.2,0.86,-0.09,0.019
1.12,-0.61,-0.17,0.018
-0.2,-0.19,0.23,0.018
0.85,-0.75,0.07,0.018
-0.17,-0.14,0.12,0.018
0.9,-0.67,-0.62,0.018
-0.51,0.73,-0.01,0.018
0.31,-0.32,-0.5,0.018
0.1,-0.06,-0.2,0.018
0.83,-0.64,-0.28,0.018
-0.08,0.9,-0.57,0.018
0.65,-0.35,-0.41,0.018
0.2,-0.2,-0.31,0.018
-0.13,0.07,-0.38,0.018
-1.59,0.37,0.75,0.018
-0.28,-0.86,-0.12,0.018
-2.05,0.16,0.38,0.018
-0.15,-0.28,-0.6,0.018
0.2,-1.5,-0.12,0.018
-1.5,0.3,0.35,0.018
-0.46,0.05,0.21,0.018
1.45,-0.85,-0.28,0.018
-1.87,-0.37,0.6,0.018
-0.87,-0.9,0.91,0.02
-3.55,0.67,0.75,0.02
0.47,-1.21,-0.24,0.02
1.07,1.08,-0.68,0.02
0.39,1.64,-0.19,0.02
-0.59,-0.22,0.06,0.02
-1.66,-0.89,0.15,0.02
1.54,0.01,-0.04,0.02
-0.87,-0.27,0.42,0.02
-0.96,0.69,0.21,0.02
1.51,-1.42,-0.75,0.02
1.61,-0.38,-0.31,0.02
-0.46,-0.74,0.45,0.02
-0.67,-0.15,-0.12,0.02
-1.16,-0.34,0.05,0.02
0.38,-1.21,0.33,0.02
0.21,-1.13,-0.28,0.02
-1.09,-1.32,-0.03,0.02
-3.92,0.04,0.57,0.02
-1.7,-0.45,0.57,0.02
-6.71,-0.26,2.45,0.02
3.56,-0.48,-2.03,0.022
-0.02,1.18,0.2,0.022
-1.09,-0.29,-0.36,0.022
-0.78,1,-0.06,0.022
4.92,-0.92,-2.11,0.022
-1.77,-0.65,1.09,0.022
-2.52,0.27,0.64,0.022
2.67,-0.26,-1.28,0.022
2.04,-1.25,0.02,0.022
0.72,-1.14,0.74,0.022
0.84,-0.43,-0.07,0.022
-2.35,1.1,0.72,0.022
0.41,1.44,-0.41,0.022
0.19,-0.58,-0.25,0.022
0.7,0.53,-0.6,0.022
3.24,-1.5,-0.8,0.022
-2.05,0.85,0.69,0.022
0.08,-0.47,-0.02,0.022
0.34,-0.45,0.27,0.022
-0.11,-0.43,-0.11,0.022
-2.58,2.28,0.34,0.022
-3.29,-0.46,1.43,0.015
1.4,-1.68,0.17,0.015
-1.91,-1.66,1.09,0.015
-0.55,-0.76,0.09,0.015
-1.8,-1.52,0.85,0.015
-1.69,-2.52,0.26,0.015
2.64,-0.48,-1.27,0.015
1.65,0.99,-1.79,0.015
-0.63,-1.15,0.99,0.015
1.34,-0.36,-0.04,0.015
4.06,-1.17,-1.18,0.015
1.02,1.03,-0.61,0.015
0.83,1.75,-0.45,0.015
0.27,1.43,0.24,0.015
0.59,0.9,-0.68,0.015
0.87,1.28,-0.77,0.015
-0.6,1.26,-0.49,0.015
0.41,1.2,-0.56,0.015
-0.53,0.65,0.2,0.015
0.24,0.13,-0.14,0.015
1.6,-0.73,-0.41,0.015
1.22,-0.73,0.57,0.015
1.4,0.84,-0.64,0.015
-0.1,0.26,0.36,0.015
0.88,0.34,0.16,0.015
1.28,-0.01,-0.43,0.015
0.68,0.61,-0.64,0.015
-0.83,0.58,-0.33,0.015
-0.15,-0.16,0.01,0.015
-0.69,0.15,0.09,0.015
-0.27,-0.06,0.19,0.015
0.53,-1.29,0.39,0.015
0.75,-0.6,-0.39,0.015
0.32,-0.81,0.1,0.015
0.51,0.05,-0.47,0.015
0.66,0.14,-0.34,0.015
0.78,-0.51,-0.42,0.015
2.02,-1.15,-0.74,0.015
-0.43,0.05,0.39,0.015
0.39,0.62,-0.31,0.015
0.54,0.78,-0.65,0.015
-2.31,1.24,0.64,0.015
0.86,-0.71,-0.08,0.017
-0.21,-0.11,-0.19,0.017
-1.62,0.63,0.66,0.017
2,-1.06,-0.64,0.017
0.89,-0.2,-0.67,0.017
-0.44,0.52,-0.33,0.017
0.09,0.12,-0.43,0.017
-1.55,0.33,0.4,0.017
-0.05,-0.19,-0.39,0.017
-2.12,-0.08,0.94,0.017
1.67,-1.12,-0.72,0.017
-0.08,-0.09,0.3,0.017
1.51,-0.91,-0.22,0.017
0.68,0.65,-0.87,0.017
1.35,-0.19,-0.93,0.017
0,-0.11,-0.41,0.017
1.93,-0.75,-0.42,0.017
-0.07,0.15,0.16,0.017
0.16,0.51,-0.59,0.017
1.14,-0.37,-0.32,0.017
-0.5,0.66,0.43,0.017
0.43,1.82,0.25,0.017
-0.19,0.15,0.4,0.019
1.1,-0.73,-0.09,0.019
2.1,-0.6,-0.61,0.019
-0.07,0.5,-0.31,0.019
0.45,0.06,0.28,0.019
-0.52,1.28,-0.29,0.019
-1.85,0.61,0.22,0.019
-0.54,-0.05,-0.15,0.019
-1.66,1.02,0.19,0.019
2.28,-0.68,-0.64,0.019
0.8,0.18,-0.84,0.019
0.24,0.16,-0.69,0.019
-1.82,0.33,0.6,0.019
-0.66,0.41,0.16,0.019
0.67,-0.94,0.06,0.019
1.39,-0.26,-1.13,0.019
-0.74,0.13,-0.65,0.019
1.63,-1.06,-0.51,0.019
0.95,0.2,-0.62,0.019
-0.39,-0.04,-0.15,0.019
-0.89,-0.37,0.31,0.019
0.9,-0.26,-0.54,0.019
-1.92,0.5,0.74,0.019
-0.92,-0.56,0.79,0.019
0.23,-0.66,0.37,0.019
-2.25,0.04,1.34,0.019
0.27,-1.2,-0.51,0.019
2.49,-0.51,-1.55,0.019
-1.9,0.14,0.51,0.019
0.65,-1.32,-0.05,0.019
-1.45,-0.73,1.08,0.019
0.92,-1.15,0.52,0.019
0.25,0.15,-0.54,0.019
2.41,-1.16,-0.75,0.019
0.09,0.35,-0.47,0.019
-1.31,0.32,0.24,0.019
-0.69,0.08,0.13,0.019
-0.49,0,0.37,0.019
-0.01,0.21,0.11,0.018
-0.69,0.07,0.52,0.018
0.01,-0.62,0.15,0.018
1.34,-0.99,-0.35,0.018
2.04,-1.17,-0.66,0.018
0.66,-0.11,-0.81,0.018
-0.23,0.16,-0.34,0.018
0.52,0,-0.15,0.018
0.73,-0.79,0.02,0.018
-0.32,-0.63,1.15,0.018
0.94,-0.2,-0.75,0.018
-0.15,-0.1,-0.56,0.018
-0.55,0,0.75,0.018
1.27,-1.26,-0.12,0.018
-1.32,0.2,0.65,0.018
-0.33,-0.43,0.2,0.018
-2.64,0.47,0.87,0.018
0.51,-0.49,-0.29,0.018
1.78,0.41,-0.92,0.018
-0.5,0.97,-0.43,0.018
1.98,-0.2,-1.72,0.018
-0.63,0.67,-0.32,0.018
-0.86,0.01,0.24,0.018
0.54,-0.27,0.37,0.018
1.87,-0.81,-0.9,0.018
-0.26,0.04,-0.05,0.018
0.42,-0.83,-0.07,0.018
1.27,-0.41,-0.83,0.018
0.43,1.21,-0.43,0.018
0.87,0.27,-0.3,0.018
-0.34,2.04,-0.35,0.018
-1.43,0.62,1.98,0.018
-0.39,-0.08,1.01,0.018
-0.23,0.77,1.02,0.018
-2.48,-0.99,3.5,0.018
1.38,-0.21,-1.81,0.018
2.53,0.57,-1.73,0.018
1.35,-0.63,-0.66,0.018
0.11,0.67,0.05,0.018
0.44,0.92,-1.26,0.018
0.09,-0.13,0.56,0.018
-0.88,-0.05,1.49,0.018
-0.45,0.37,0.71,0.018
-0.47,0.66,-0.3,0.018
1.1,-1.27,0.31,0.017
-1.49,0.84,0.61,0.017
1.03,-0.91,-0.03,0.017
-1.15,0.85,1.05,0.017
0.89,-0.46,-0.24,0.017
-0.03,1.11,0.15,0.017
1.19,0.03,-0.83,0.017
0.65,0.13,-0.57,0.017
0.23,0.21,0.19,0.017
-2.14,0.8,0.45,0.017
0.15,-0.01,-0.74,0.017
-0.4,0.39,0.5,0.017
0.82,-0.17,0.03,0.017
-0.36,0.97,0.26,0.017
-0.57,0.77,0.55,0.017
-1.93,0.07,0.96,0.017
-1.81,-0.05,0.89,0.017
1.41,-1.2,-0.68,0.017
-1.43,1.17,0.09,0.017
1.53,-0.06,-0.61,0.017
-0.8,0.36,0.68,0.018
0.13,-0.31,-0.44,0.018
0.12,-0.23,0.26,0.018
2.03,-0.26,-1.52,0.018
0.71,0.22,-0.02,0.018
-1.23,0.5,0.61,0.018
0.16,0.65,-0.44,0.018
-1.2,0.52,0.49,0.018
-0.8,-0.08,0.39,0.018
-0.49,-1.23,1,0.018
0.52,-0.49,0.06,0.018
2.26,-0.56,-1.12,0.018
0.72,0.12,-0.67,0.018
0.22,0.41,-0.13,0.018
0.63,0.82,-0.75,0.018
-0.93,0.63,0.22,0.018
-0.14,0.16,0.03,0.018
